Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,6,4,72.0,149.9900055,Late delivery,1,48,Water Sports,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111.0,7,Fan Shop,35.11978149,-89.94573975,LATAM,São Paulo,Brasil,5648,2015-01-01 03:09:00,10,1073,50.0,0.25,24,199.9900055,0.479999989,1,199.9900055,149.9900055,72.0,South America,São Paulo,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/7/2015 3:09,Standard Class
PAYMENT,6,4,-14.07999992,159.9900055,Late delivery,1,48,Water Sports,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111.0,7,Fan Shop,35.11978149,-89.94573975,LATAM,São Paulo,Brasil,5648,2015-01-01 03:09:00,10,1073,40.0,0.200000003,28,199.9900055,-0.090000004,1,199.9900055,159.9900055,-14.07999992,South America,São Paulo,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/7/2015 3:09,Standard Class
PAYMENT,6,4,-15.64000034,21.32999992,Late delivery,1,41,Trade-In,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111.0,6,Outdoors,35.11978149,-89.94573975,LATAM,São Paulo,Brasil,5648,2015-01-01 03:09:00,10,917,0.660000026,0.029999999,27,21.98999977,-0.730000019,1,21.98999977,21.32999992,-15.64000034,South America,São Paulo,PENDING_PAYMENT,,917,41,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,1/7/2015 3:09,Standard Class
PAYMENT,6,4,22.67000008,83.97000122,Late delivery,1,46,Indoor/Outdoor Games,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111.0,7,Fan Shop,35.11978149,-89.94573975,LATAM,São Paulo,Brasil,5648,2015-01-01 03:09:00,10,1014,15.98999977,0.159999996,25,49.97999954,0.270000011,2,99.95999908,83.97000122,22.67000008,South America,São Paulo,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/7/2015 3:09,Standard Class
PAYMENT,6,4,28.72999954,110.4899979,Late delivery,1,18,Men's Footwear,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111.0,4,Apparel,35.11978149,-89.94573975,LATAM,São Paulo,Brasil,5648,2015-01-01 03:09:00,10,403,19.5,0.150000006,26,129.9900055,0.25999999,1,129.9900055,110.4899979,28.72999954,South America,São Paulo,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/7/2015 3:09,Standard Class
PAYMENT,2,4,117.1699982,377.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Nathan,918,Smith,XXXXXXXXX,Corporate,PR,9627 Honey Trail,725.0,3,Footwear,18.24758339,-66.02626801,LATAM,São Paulo,Brasil,918,2015-01-01 03:30:00,11,191,22.0,0.059999999,32,99.98999786,0.310000002,4,399.9599915,377.9599915,117.1699982,South America,São Paulo,PAYMENT_REVIEW,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/3/2015 3:30,Standard Class
PAYMENT,2,4,19.5,41.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Nathan,918,Smith,XXXXXXXXX,Corporate,PR,9627 Honey Trail,725.0,7,Fan Shop,18.24758339,-66.02626801,LATAM,São Paulo,Brasil,918,2015-01-01 03:30:00,11,1014,8.5,0.170000002,31,49.97999954,0.469999999,1,49.97999954,41.47999954,19.5,South America,São Paulo,PAYMENT_REVIEW,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/3/2015 3:30,Standard Class
PAYMENT,2,4,62.54000092,227.4100037,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Nathan,918,Smith,XXXXXXXXX,Corporate,PR,9627 Honey Trail,725.0,7,Fan Shop,18.24758339,-66.02626801,LATAM,São Paulo,Brasil,918,2015-01-01 03:30:00,11,1014,22.48999977,0.090000004,33,49.97999954,0.280000001,5,249.8999939,227.4100037,62.54000092,South America,São Paulo,PAYMENT_REVIEW,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/3/2015 3:30,Standard Class
PAYMENT,2,4,16.79999924,47.99000168,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Nathan,918,Smith,XXXXXXXXX,Corporate,PR,9627 Honey Trail,725.0,4,Apparel,18.24758339,-66.02626801,LATAM,São Paulo,Brasil,918,2015-01-01 03:30:00,11,365,12.0,0.200000003,29,59.99000168,0.349999994,1,59.99000168,47.99000168,16.79999924,South America,São Paulo,PAYMENT_REVIEW,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/3/2015 3:30,Standard Class
PAYMENT,2,4,56.99000168,151.9600067,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Nathan,918,Smith,XXXXXXXXX,Corporate,PR,9627 Honey Trail,725.0,5,Golf,18.24758339,-66.02626801,LATAM,São Paulo,Brasil,918,2015-01-01 03:30:00,11,627,8.0,0.050000001,30,39.99000168,0.379999995,4,159.9600067,151.9600067,56.99000168,South America,São Paulo,PAYMENT_REVIEW,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/3/2015 3:30,Standard Class
CASH,3,4,23.48999977,87.0,Advance shipping,0,7,Hockey,Caguas,Puerto Rico,XXXXXXXXX,Mary,1837,Vega,XXXXXXXXX,Home Office,PR,4312 Bright Corner,725.0,2,Fitness,18.21840668,-66.37054443,LATAM,Managua,Nicaragua,1837,2015-01-01 03:51:00,12,134,13.0,0.129999995,35,25.0,0.270000011,4,100.0,87.0,23.48999977,Central America,Managua,CLOSED,,134,7,,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,Nike Women's Legend V-Neck T-Shirt,25.0,0,1/4/2015 3:51,Standard Class
CASH,3,4,86.18000031,254.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,1837,Vega,XXXXXXXXX,Home Office,PR,4312 Bright Corner,725.0,7,Fan Shop,18.21840668,-66.37054443,LATAM,Managua,Nicaragua,1837,2015-01-01 03:51:00,12,957,45.0,0.150000006,34,299.980011,0.340000004,1,299.980011,254.9799957,86.18000031,Central America,Managua,CLOSED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/4/2015 3:51,Standard Class
CASH,3,4,146.9900055,489.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,1837,Vega,XXXXXXXXX,Home Office,PR,4312 Bright Corner,725.0,3,Footwear,18.21840668,-66.37054443,LATAM,Managua,Nicaragua,1837,2015-01-01 03:51:00,12,191,10.0,0.02,37,99.98999786,0.300000012,5,499.9500122,489.9500122,146.9900055,Central America,Managua,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/4/2015 3:51,Standard Class
CASH,3,4,47.90000153,131.9499969,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,1837,Vega,XXXXXXXXX,Home Office,PR,4312 Bright Corner,725.0,7,Fan Shop,18.21840668,-66.37054443,LATAM,Managua,Nicaragua,1837,2015-01-01 03:51:00,12,1014,17.98999977,0.119999997,36,49.97999954,0.360000014,3,149.9400024,131.9499969,47.90000153,Central America,Managua,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/4/2015 3:51,Standard Class
CASH,3,4,102.3000031,232.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1837,Vega,XXXXXXXXX,Home Office,PR,4312 Bright Corner,725.0,5,Golf,18.21840668,-66.37054443,LATAM,Managua,Nicaragua,1837,2015-01-01 03:51:00,12,502,17.5,0.07,38,50.0,0.439999998,5,250.0,232.5,102.3000031,Central America,Managua,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/4/2015 3:51,Standard Class
PAYMENT,4,4,47.09000015,102.3700027,Shipping on time,0,13,Electronics,Santa Ana,EE. UU.,XXXXXXXXX,Ronald,9149,Whitehead,XXXXXXXXX,Consumer,CA,6789 Round Robin By-pass,92705.0,3,Footwear,33.76267624,-117.8080368,LATAM,Managua,Nicaragua,9149,2015-01-01 04:12:00,13,276,25.59000015,0.200000003,39,31.98999977,0.460000008,4,127.9599991,102.3700027,47.09000015,Central America,Managua,PENDING_PAYMENT,,276,13,,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+Slide,Under Armour Women's Ignite Slide,31.98999977,0,1/5/2015 4:12,Standard Class
TRANSFER,5,4,-10.61999989,84.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,9842,Smith,XXXXXXXXX,Consumer,PR,454 Lazy Branch Falls,725.0,7,Fan Shop,18.26628876,-66.37051392,LATAM,Managua,Nicaragua,9842,2015-01-01 04:33:00,14,1014,14.98999977,0.150000006,41,49.97999954,-0.129999995,2,99.95999908,84.97000122,-10.61999989,Central America,Managua,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/6/2015 4:33,Standard Class
TRANSFER,5,4,-40.0,50.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9842,Smith,XXXXXXXXX,Consumer,PR,454 Lazy Branch Falls,725.0,5,Golf,18.26628876,-66.37051392,LATAM,Managua,Nicaragua,9842,2015-01-01 04:33:00,14,502,0.0,0.0,42,50.0,-0.800000012,1,50.0,50.0,-40.0,Central America,Managua,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/6/2015 4:33,Standard Class
